"","hour","Corrected"
"1","2007-10-01",1.26919650067295
"2","2007-11-01",0.976506241331484
"3","2007-12-01",0.586604838709677
"4","2008-01-01",0.561604838709677
"5","2008-02-01",0.539261494252874
"6","2008-03-01",0.478846567967699
"7","2008-04-01",0.892569444444444
"8","2008-05-01",0.537854838709677
"9","2008-06-01",0.573625
"10","2008-07-01",1.13220967741935
"11","2008-08-01",1.18610752688172
"12","2008-09-01",1.18444444444444
"13","2008-10-01",1.6505564516129
"14","2008-11-01",0.964384188626907
"15","2008-12-01",0.554897849462366
"16","2009-01-01",0.392182795698925
"17","2009-02-01",0.289616071428571
"18","2009-03-01",0.362588156123822
"19","2009-04-01",0.308763888888889
"20","2009-05-01",0.572599462365591
"21","2009-06-01",1.424125
"22","2009-07-01",1.04610752688172
"23","2009-08-01",0.828231182795699
"24","2009-09-01",1.25894444444444
"25","2009-10-01",0.903177419354839
"26","2009-11-01",0.963191400832177
"27","2009-12-01",1.11118939393939
"28","2010-01-01",0.732961805555556
"29","2010-02-01",0.839556547619048
"30","2010-03-01",0.747393001345895
"31","2010-04-01",0.984736111111111
"32","2010-05-01",0.859969298245614
"33","2010-06-01",1.00016666666667
"34","2010-07-01",0.994911290322581
"35","2010-08-01",1.01215591397849
"36","2010-09-01",1.53269444444444
"37","2010-10-01",0.919287037037037
"38","2010-11-01",0.989030513176144
"39","2010-12-01",0.749158602150538
"40","2011-01-01",0.645354838709677
"41","2011-02-01",0.524824404761905
"42","2011-03-01",0.349371467025572
"43","2011-04-01",0.303361111111111
"44","2011-05-01",0.127048387096774
"45","2011-06-01",-0.141138888888889
"46","2011-07-01",0.698795698924731
"47","2011-08-01",1.12706182795699
"48","2011-09-01",1.26977777777778
"49","2011-10-01",1.53593279569892
"50","2011-11-01",1.33922468793343
"51","2011-12-01",0.887908602150538
"52","2012-01-01",0.609951612903226
"53","2012-02-01",0.900468390804598
"54","2012-03-01",0.622722745625841
"55","2012-04-01",0.745111111111111
"56","2012-05-01",0.945959677419355
"57","2012-06-01",1.14555555555556
"58","2012-07-01",1.12879569892473
"59","2012-08-01",1.25845967741935
"60","2012-09-01",1.15236111111111
"61","2012-10-01",1.01819086021505
"62","2012-11-01",0.938780859916782
"63","2012-12-01",0.643567204301075
"64","2013-01-01",0.508190860215054
"65","2013-02-01",0.555077380952381
"66","2013-03-01",0.591107671601615
"67","2013-04-01",0.900666666666667
"68","2013-05-01",1.06668548387097
"69","2013-06-01",0.943722222222222
"70","2013-07-01",1.15852688172043
"71","2013-08-01",0.666739247311828
"72","2013-09-01",0.864611111111111
"73","2013-10-01",1.59446153846154
"74","2013-11-01",1.3234133148405
"75","2013-12-01",1.05866129032258
"76","2014-01-01",0.750811827956989
"77","2014-02-01",0.758782738095238
"78","2014-03-01",0.601699865410498
"79","2014-04-01",0.581097222222222
"80","2014-05-01",0.605086021505376
"81","2014-06-01",0.769819444444444
"82","2014-07-01",0.955529569892473
"83","2014-08-01",0.732868279569892
"84","2014-09-01",0.803361111111111
"85","2014-10-01",0.964566621803499
"86","2014-11-01",0.855687933425798
"87","2014-12-01",0.753382234185733
"88","2015-01-01",0.603258064516129
"89","2015-02-01",0.613652757078987
"90","2015-03-01",0.457123822341857
"91","2015-04-01",0.314922114047288
"92","2015-05-01",0.499185483870968
"93","2015-06-01",0.380916550764951
"94","2015-07-01",0.572989247311828
"95","2015-08-01",0.839371467025572
"96","2015-09-01",1.34734722222222
"97","2015-10-01",1.53332839838493
"98","2015-11-01",1.13779611650485
"99","2015-12-01",1.43758142664872
"100","2016-01-01",0.84839247311828
"101","2016-02-01",0.754294964028777
"102","2016-03-01",0.453718707940781
"103","2016-04-01",0.462571627260083
"104","2016-05-01",0.834817204301075
"105","2016-06-01",0.682515994436718
"106","2016-07-01",0.788258064516129
"107","2016-08-01",1.00966756393001
"108","2016-09-01",0.654111111111111
"109","2016-10-01",1.01919650067295
"110","2016-11-01",0.790389736477115
"111","2016-12-01",0.696714285714286
"112","2017-01-01",0.555516129032258
"113","2017-02-01",0.446409836065574
"114","2017-03-01",0.511901749663526
"115","2017-04-01",0.610457579972184
"116","2017-05-01",0.450798387096774
"117","2017-06-01",1.10037413073713
"118","2017-07-01",0.876873655913978
"119","2017-08-01",0.876504710632571
"120","2017-09-01",1.42266666666667
"121","2017-10-01",1.32618425760286
"122","2017-11-01",0.909515950069348
"123","2017-12-01",0.78753781512605
"124","2018-01-01",0.770711021505376
"125","2018-02-01",0.594066617045032
"126","2018-03-01",0.681161507402423
"127","2018-04-01",0.604098298020146
"128","2018-05-01",0.748100134408602
"129","2018-06-01",0.876820895522388
