"","hour","Corrected"
"1","2007-10-01",1.54563440860215
"2","2007-11-01",1.45044444444444
"3","2007-12-01",0.899054054054054
"4","2008-01-01",0.756951612903226
"5","2008-02-01",0.720566666666667
"6","2008-03-01",0.532336633663366
"7","2008-04-01",1.04670833333333
"8","2008-05-01",0.626790322580645
"9","2008-06-01",0.817
"10","2008-07-01",1.35683064516129
"11","2008-08-01",1.42638709677419
"12","2008-09-01",1.08377777777778
"13","2008-10-01",1.65283870967742
"14","2008-11-01",0.906180555555556
"15","2008-12-01",0.66683064516129
"16","2009-01-01",0.48935752688172
"17","2009-02-01",0.358178571428571
"18","2009-03-01",0.492239569313594
"19","2009-04-01",0.366335644937587
"20","2009-05-01",0.700634408602151
"21","2009-06-01",1.29645833333333
"22","2009-07-01",1.4862123655914
"23","2009-08-01",1.02070161290323
"24","2009-09-01",1.23601388888889
"25","2009-10-01",1.09966666666667
"26","2009-11-01",1.14209722222222
"27","2009-12-01",1.26596474358974
"28","2010-01-01",0.940701612903226
"29","2010-02-01",1.27475149700599
"30","2010-03-01",0.977260752688172
"31","2010-04-01",1.22468055555556
"32","2010-05-01",1.18328225806452
"33","2010-06-01",1.21902272727273
"34","2010-07-01",0.959881720430108
"35","2010-08-01",1.43457258064516
"36","2010-09-01",1.50961111111111
"37","2010-10-01",1.46900806451613
"38","2010-11-01",1.15227777777778
"39","2010-12-01",0.791198924731183
"40","2011-01-01",0.730459677419355
"41","2011-02-01",0.666080357142857
"42","2011-03-01",0.37294623655914
"43","2011-04-01",0.205333333333333
"44","2011-05-01",0.24541935483871
"45","2011-06-01",-0.262489236790607
"46","2011-07-01",0.787596774193548
"47","2011-08-01",1.35611827956989
"48","2011-09-01",1.74802777777778
"49","2011-10-01",1.63175504710633
"50","2011-11-01",1.86391666666667
"51","2011-12-01",1.09465322580645
"52","2012-01-01",0.726141025641026
"53","2012-02-01",1.26785632183908
"54","2012-03-01",0.858510752688172
"55","2012-04-01",0.795055555555556
"56","2012-05-01",1.36829227557411
"57","2012-06-01",1.55058589511754
"58","2012-07-01",1.21597043010753
"59","2012-08-01",1.49821505376344
"60","2012-09-01",1.53366666666667
"61","2012-10-01",1.14291935483871
"62","2012-11-01",1.02754166666667
"63","2012-12-01",0.676784722222222
"64","2013-01-01",0.643725806451613
"65","2013-02-01",0.744309523809524
"66","2013-03-01",0.752895591647332
"67","2013-04-01",1.15139963833635
"68","2013-05-01",1.20457258064516
"69","2013-06-01",0.976904320987654
"70","2013-07-01",1.34285215053763
"71","2013-08-01",0.760314939434724
"72","2013-09-01",1.18042677824268
"73","2013-10-01",1.90512365591398
"74","2013-11-01",1.58351532033426
"75","2013-12-01",1.43676177658143
"76","2014-01-01",1.06669623655914
"77","2014-02-01",0.918535714285714
"78","2014-03-01",0.791082099596231
"79","2014-04-01",0.743125
"80","2014-05-01",0.647287634408602
"81","2014-06-01",0.957875
"82","2014-07-01",1.13734139784946
"83","2014-08-01",0.991347222222222
"84","2014-09-01",1.03613888888889
"85","2014-10-01",1.46367204301075
"86","2014-11-01",1.22036439499305
"87","2014-12-01",0.974433378196501
"88","2015-01-01",0.863416666666667
"89","2015-02-01",0.813692995529061
"90","2015-03-01",0.555432795698925
"91","2015-04-01",0.327708333333333
"92","2015-05-01",0.656440860215054
"93","2015-06-01",0.359333333333333
"94","2015-07-01",0.646479138627187
"95","2015-08-01",1.31988425302826
"96","2015-09-01",1.8095
"97","2015-10-01",1.8222876344086
"98","2015-11-01",1.38784722222222
"99","2015-12-01",2.2093141025641
"100","2016-03-01",0.629685606060606
"101","2016-04-01",0.558650969529086
"102","2016-05-01",1.17074193548387
"103","2016-06-01",1.03338888888889
"104","2016-07-01",1.04291935483871
"105","2016-08-01",1.42607795698925
"106","2016-09-01",1.21809722222222
"107","2016-10-01",1.35665591397849
"108","2016-11-01",1.09456944444444
"109","2016-12-01",1.03199193548387
"110","2017-01-01",0.858793010752688
"111","2017-02-01",0.7226875
"112","2017-03-01",0.716588709677419
"113","2017-04-01",0.746636995827538
"114","2017-05-01",0.585647849462366
"115","2017-06-01",1.22027777777778
"116","2017-07-01",0.971427419354839
"117","2017-08-01",1.34164247311828
"118","2017-09-01",1.53388888888889
"119","2017-10-01",1.22415109201575
"120","2017-11-01",1.12407489597781
"121","2017-12-01",0.859791596638655
"122","2018-01-01",0.961257418909593
"123","2018-02-01",0.849990825688073
"124","2018-03-01",0.843511440107672
"125","2018-04-01",0.676986111111111
"126","2018-05-01",1.06736827956989
"127","2018-06-01",1.17405902777778
