"","hour","Corrected"
"1","2007-10-01",1.33343876177658
"2","2007-11-01",0.780395284327323
"3","2007-12-01",-0.0803897849462366
"4","2008-01-01",-0.224489247311828
"5","2008-02-01",-0.195416666666667
"6","2008-03-01",-0.0506123822341857
"7","2008-04-01",0.0274583333333333
"8","2008-05-01",-0.294314516129032
"9","2008-06-01",-0.205375
"10","2008-07-01",-0.101979166666667
"11","2008-08-01",1.02002450980392
"12","2008-09-01",0.823763888888889
"13","2008-10-01",1.53460317460317
"14","2008-11-01",0.557649098474341
"15","2008-12-01",-0.211760752688172
"16","2009-01-01",-0.821908602150538
"17","2009-02-01",-1.06084821428571
"18","2009-03-01",-0.396749663526245
"19","2009-04-01",-0.278236111111111
"20","2009-05-01",-0.073736559139785
"21","2009-06-01",0.794472222222222
"22","2009-07-01",0.658815789473684
"23","2009-08-01",0.0654435483870968
"24","2009-09-01",0.708236111111111
"25","2009-10-01",0.647614942528736
"26","2009-11-01",0.693685897435897
"27","2009-12-01",0.970564516129032
"28","2010-01-01",0.33752688172043
"29","2010-02-01",0.201109725685786
"30","2010-03-01",0.0264492753623188
"31","2010-04-01",0.750041666666667
"32","2010-05-01",0.468346774193548
"33","2010-06-01",-0.284166666666667
"34","2010-07-01",0.48127688172043
"35","2010-08-01",0.349153225806452
"36","2010-09-01",0.917555555555556
"37","2010-10-01",0.672674731182796
"38","2010-11-01",0.0690083217753121
"39","2010-12-01",-0.176130952380952
"40","2011-02-01",-0.901086956521739
"41","2011-03-01",-0.816493943472409
"42","2011-04-01",-0.66825
"43","2011-05-01",-0.598508064516129
"44","2011-06-01",-0.637444444444444
"45","2011-07-01",0.123884408602151
"46","2011-08-01",0.435188172043011
"47","2011-09-01",0.950119047619048
"48","2011-10-01",1.23875
"49","2011-12-01",-0.0175
"50","2012-01-01",-0.530631720430108
"51","2012-02-01",-0.234583333333333
"52","2012-03-01",-0.343183041722746
"53","2012-04-01",0.0631805555555556
"54","2012-05-01",1.04122311827957
"55","2012-06-01",0.997444444444444
"56","2012-07-01",1.06993279569892
"57","2012-08-01",0.71010752688172
"58","2012-09-01",1.40570833333333
"59","2012-10-01",1.02650537634409
"60","2012-11-01",0.498300970873786
"61","2012-12-01",0.0935752688172043
"62","2013-01-01",-0.202620967741935
"63","2013-02-01",-0.225074404761905
"64","2013-03-01",-0.292792732166891
"65","2013-04-01",-0.202666666666667
"66","2013-05-01",0.801868279569892
"67","2013-06-01",0.98675
"68","2013-07-01",1.15656334231806
"69","2013-08-01",0.507190860215054
"70","2013-09-01",0.378166666666667
"71","2013-10-01",0.725654761904762
"72","2013-12-01",0.543626086956522
"73","2014-01-01",-0.042755376344086
"74","2014-02-01",0.305535714285714
"75","2014-03-01",-0.166345895020188
"76","2014-04-01",-0.0474027777777778
"77","2014-05-01",0.220739247311828
"78","2014-06-01",0.427083333333333
"79","2014-08-01",1.03947916666667
"80","2014-09-01",1.01198611111111
"81","2014-10-01",0.900551075268817
"82","2014-11-01",0.415346740638003
"83","2014-12-01",0.741296296296296
"84","2015-04-01",-0.290833333333333
"85","2015-06-01",-0.675845588235294
"86","2015-07-01",-0.493021534320323
"87","2015-08-01",-0.0851076716016151
"88","2015-09-01",1.04847826086957
"89","2015-10-01",0.898875968992248
"90","2015-11-01",0.87380721220527
"91","2015-12-01",1.26825268817204
"92","2016-01-01",0.821129032258065
"93","2016-02-01",0.963247126436782
"94","2016-03-01",0.259934210526316
"95","2016-04-01",-0.197076923076923
"96","2016-05-01",-0.0233602150537634
"97","2016-06-01",0.0553337969401947
"98","2016-07-01",-0.179180107526882
"99","2016-08-01",0.107018842530283
"100","2016-09-01",0.352930555555556
"101","2016-10-01",0.897692913385827
"102","2016-12-01",0.123371104815864
"103","2017-01-01",-0.155618279569892
"104","2017-02-01",-0.362853949329359
"105","2017-03-01",-0.45849932705249
"106","2017-04-01",-0.24942280945758
"107","2017-05-01",0.0321102150537634
"108","2017-06-01",1.37178720445063
"109","2017-07-01",0.523360215053763
"110","2017-08-01",0.634771197846568
"111","2017-09-01",0.926081081081081
"112","2017-10-01",1.59319407008086
"113","2017-11-01",1.43658113730929
"114","2017-12-01",0.932119784656797
"115","2018-01-01",0.298010752688172
"116","2018-02-01",-0.372627651217596
"117","2018-03-01",-0.267382234185734
"118","2018-04-01",-0.192066337041615
"119","2018-05-01",0.650379704301075
"120","2018-06-01",1.33191840277778
